Scientific name	Comments	WORMS Authority	WORMS Rank	WORMS Kingdom	WORMS Phylum	WORMS Class	WORMS Order	WORMS Family	WORMS Genus	WORMS AphiaID
Apseudes spinosus		(M. Sars, 1858)	Species	Animalia	Arthropoda	Malacostraca	Tanaidacea	Apseudidae	Apseudes	136284
Arachnida		Cuvier, 1812	Class	Animalia	Arthropoda	Arachnida				1300
Araphura filiformis		(Lilljeborg, 1864)	Species	Animalia	Arthropoda	Malacostraca	Tanaidacea	Tanaellidae	Araphura	136346
Arctica islandica		(Linnaeus, 1767)	Species	Animalia	Mollusca	Bivalvia	Veneroida	Arcticidae	Arctica	138802
Arcturella dilatata		(Sars, 1882)	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Arcturidae	Arcturella	119010
Arenicola		Lamarck, 1801	Genus	Animalia	Annelida	Polychaeta		Arenicolidae	Arenicola	129206
Arenicola marina		(Linnaeus, 1758)	Species	Animalia	Annelida	Polychaeta		Arenicolidae	Arenicola	129868
Argissa hamatipes		(Norman, 1869)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Argissidae	Argissa	102064
Aricidea cerrutii		Laubier, 1966	Species	Animalia	Annelida	Polychaeta		Paraonidae	Aricidea	130555
Aricidea cerutti		Laubier, 1966	Species	Animalia	Annelida	Polychaeta		Paraonidae	Aricidea	525497
Aricidea minuta		Southward, 1956	Species	Animalia	Annelida	Polychaeta		Paraonidae	Aricidea	130564
Aricidea suecica		Eliason, 1920	Species	Animalia	Annelida	Polychaeta		Paraonidae	Aricidea	130572
Armina loveni		(Bergh, 1866)	Species	Animalia	Mollusca	Gastropoda	Nudibranchia	Arminidae	Armina	138804
Arnoglossus laterna		(Walbaum, 1792)	Species	Animalia	Chordata	Actinopteri	Pleuronectiformes	Bothidae	Arnoglossus	127126
Arrhis phyllonyx		(Sars, 1858)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Arrhis	102870
Artacama proboscidea		Malmgren, 1866	Species	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Artacama	131482
Artacama proboscoidea		Malmgren, 1866	Species	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Artacama	131482
Ascidella scabra		(Müller, 1776)	Species	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	103719
Ascidia		Linnaeus, 1767	Genus	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	103483
Ascidia mentula		Müller, 1776	Species	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	103710
Ascidia virginea		Müller, 1776	Species	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	103717
Ascidiacea		Nielsen, 1995	Class	Animalia	Chordata	Ascidiacea				1839
Ascidiella aspersa		(Müller, 1776)	Species	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	103718
Ascidiella scabra		(Müller, 1776)	Species	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	103719
Ascophyllum nodosum		(Linnaeus) Le Jolis, 1863	Species	Chromista	Ochrophyta	Phaeophyceae	Fucales	Fucaceae	Ascophyllum	145541
Asellus aquaticus		(Linnaeus, 1758)	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Asellidae	Asellus	148667
Asperococcus		J.V.Lamouroux, 1813	Genus	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Asperococcus	144062
Asperococcus bullosus		J.V.Lamouroux, 1813	Species	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Asperococcus	145311
Asplanchna		Gosse, 1850	Genus	Animalia	Rotifera	Eurotatoria	Ploima	Asplanchnidae	Asplanchna	134935
Astacilla intermedia		(Goodsir, 1841)	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Arcturidae	Astacilla	119023
Astacilla longicornis		(Sowerby, 1806)	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Arcturidae	Astacilla	119024
Astarte borealis		(Schumacher, 1817)	Species	Animalia	Mollusca	Bivalvia	Carditoida	Astartidae	Astarte	138818
Astarte elliptica		(Brown, 1827)	Species	Animalia	Mollusca	Bivalvia	Carditoida	Astartidae	Astarte	138821
Astarte montagui		(Dillwyn, 1817)	Species	Animalia	Mollusca	Bivalvia	Carditoida	Astartidae	Astarte	138823
Astarte sulcata		(da Costa, 1778)	Species	Animalia	Mollusca	Bivalvia	Carditoida	Astartidae	Astarte	138824
Asteriidae		Gray, 1840	Family	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae		123121
Asterionella		Hassall, 1850	Genus	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	148953
Asterionella formosa		Hassall, 1850	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	148954
Asterionellopsis glacialis		(Castracane) Round, 1990	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	149139
Asterionellopsis kariana		(Grunow) Round, 1990	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	149618
Asteroidea		de Blainville, 1830	Class	Animalia	Echinodermata	Asteroidea				123080
Asteronyx loveni		Müller & Troschel, 1842	Species	Animalia	Echinodermata	Ophiuroidea	Euryalida	Asteronychidae	Asteronyx	124951
Asterope norvegica		Sars, 1869	Species	Animalia	Arthropoda	Ostracoda	Myodocopida	Cylindroleberididae	Asterope	146521
Athanas nitescens		(Leach, 1813 [in Leach, 1813-1814])	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Alpheidae	Athanas	107486
Athanas nitiscens		(Leach, 1813 [in Leach, 1813-1814])	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Alpheidae	Athanas	107486
Athecata			Order	Animalia	Cnidaria	Hydrozoa	Athecata			152196
Athelges bilobus		G.O. Sars, 1898	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Bopyridae	Athelges	118192
Athenaria		Carlgren, 1899	Infraorder	Animalia	Cnidaria	Anthozoa	Actiniaria			411040
Atlantopandalus propinqvus		(Sars G.O., 1870)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Pandalidae	Atlantopandalus	158351
Attheya		T.West, 1860	Genus	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya	160519
Attheya decora		T.West, 1860	Species	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya	160520
Attheya longicornis		R.M.Crawford & C.Gardner, 1994	Species	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya	464444
Attheya septentrionalis		(Østrup) R.M.Crawford, 1994	Species	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya	162823
Atylus swammerdami		(Milne Edwards, 1830)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Atylidae	Atylus	102131
Atylus vedlomensis		(Bate & Westwood, 1862)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Atylidae	Atylus	102132
Audouinella		Bory de Saint-Vincent, 1823	Genus	Plantae	Rhodophyta	Florideophyceae		Acrochaetiaceae	Audouinella	143800
Aulacoseira		Thwaites, 1848	Genus	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	148959
Aulacoseira alpigena		(Grunow) Krammer, 1991	Species	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	162837
Aulacoseira ambigua		(Grunow) Simonsen, 1979	Species	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	148960
Aulacoseira distans		(Ehrenberg) Simonsen, 1979	Species	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	149096
Aulacoseira granulata var. angustissima		(O.F.Müller) Simonsen	Variety	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	162865
Aulacoseira granulata var. granulata			Variety	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	162864
Aulacoseira islandica		(O.Müller) Simonsen, 1979	Species	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	149648
Aulacoseira islandica subsp. helvetica		(O.F.Müller) Simonsen, 1979	Subspecies	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	162869
Aulacoseira islandica subsp. islandica			Subspecies	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	162867
Aulacoseira italica		(Ehrenberg) Simonsen, 1979	Species	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	162877
Aulacoseira italica var. tenuissima		(Grunow) Simonsen, 1979	Variety	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	179317
Aurelia aurita		(Linnaeus, 1758)	Species	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	135306
Autonoe longipes		(Liljeborg, 1852)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	Autonoe	102021
Axiidae		Huxley, 1879	Family	Animalia	Arthropoda	Malacostraca	Decapoda	Axiidae		106798
Axinella infundibuliformis		(Linnaeus, 1759)	Species	Animalia	Porifera	Demospongiae	Axinellida	Axinellidae	Axinella	132480
Axinulus eumyarius		(M. Sars, 1870)	Species	Animalia	Mollusca	Bivalvia	Lucinoida	Thyasiridae	Axinulus	234162
Azadinium		Elbrächter & Tillmann, 2009	Genus	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniida incertae sedis	Azadinium	391508
Azadinium spinosum		Elbrächter & Tillmann, 2009	Species	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniida incertae sedis	Azadinium	391509
Bacillaria paxillifera		(O.F.Müller) T.Marsson, 1901	Species	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	558243
Bacillariales		Hendey, 1937 sensu emend.	Order	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales			149001
Bacillariophyceae		Haeckel, 1878	Class	Chromista	Ochrophyta	Bacillariophyceae				148899
Bacillariophyta			Phylum	Chromista	Bacillariophyta					148898
Bacteria			Kingdom	Bacteria						6
Bacteriastrum hyalinum		Lauder, 1864	Species	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Bacteriastrum	149119
Baeonectes muticus		(Sars, 1864)	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Baeonectes	118601
Balanidae		Leach, 1806	Family	Animalia	Arthropoda		Sessilia	Balanidae		106057
Balanion		Wulff, 1919	Genus	Chromista	Ciliophora	Prostomatea	Prorodontida	Balanionidae	Balanion	292899
Balanion comatum		Wulff, 1922	Species	Chromista	Ciliophora	Prostomatea	Prorodontida	Balanionidae	Balanion	427290
Balanus		Costa, 1778	Genus	Animalia	Arthropoda		Sessilia	Balanidae	Balanus	106122
Balanus balanus		(Linnaeus, 1758)	Species	Animalia	Arthropoda		Sessilia	Balanidae	Balanus	106213
Balanus crenatus		Bruguière, 1789	Species	Animalia	Arthropoda		Sessilia	Balanidae	Balanus	106215
Balanus improvisus		Darwin, 1854	Species	Animalia	Arthropoda		Sessilia	Balanidae	Balanus	106218
Balcis devians		(Monterosato, 1884)	Species	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Eulimidae	Balcis	764579
Bathyarca pectunculoides		(Scacchi, 1835)	Species	Animalia	Mollusca	Bivalvia	Arcoida	Arcidae	Bathyarca	138799
Bathymedon longimanus		(Boeck, 1871)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Bathymedon	102873
Bathymedon saussurei		(Boeck, 1871)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Bathymedon	102876
Bathyomphalus contortus		(Linnaeus, 1758)	Species	Animalia	Mollusca	Gastropoda	Hygrophila	Planorbidae	Bathyomphalus	248261
Bathyporeia		Lindström, 1855	Genus	Animalia	Arthropoda	Malacostraca	Amphipoda	Bathyporeiidae	Bathyporeia	101742
Bathyporeia guilliamsoniana		(Bate, 1857)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Bathyporeiidae	Bathyporeia	103060
Bathyporeia pelagica		(Bate, 1856)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Bathyporeiidae	Bathyporeia	103066
Bathyporeia sarsi		Watkin, 1938	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Bathyporeiidae	Bathyporeia	103073
Batrachospermum		Roth, 1797	Genus	Plantae	Rhodophyta	Florideophyceae	Batrachospermales	Batrachospermaceae	Batrachospermum	494050
Battersia arctica		(Harvey) Draisma, Prud'homme & H.Kawai, 2010	Species	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales	Sphacelariaceae	Battersia	624204
Battersia plumigera		(Holmes ex Hauck) Draisma, Prud'homme & H. Kawai, 2010	Species	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales	Sphacelariaceae	Battersia	624205
Battersia plumigera		(Holmes ex Hauck) Draisma, Prud'homme & H. Kawai, 2010	Species	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales	Sphacelariaceae	Battersia	624205
Bela brachystoma		(Philippi, 1844)	Species	Animalia	Mollusca	Gastropoda	Neogastropoda	Mangeliidae	Bela	139211
Bela nebula		(Montagu, 1803)	Species	Animalia	Mollusca	Gastropoda	Neogastropoda	Mangeliidae	Bela	139217
Bicosoeca		H.J.Clark, 1866	Genus	Chromista	Bigyra	Bicoecea	Bicoecida	Bicosoecaceae	Bicosoeca	103987
Bicosta minor		(Reynolds) Leadbeater, 1978	Species	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Bicosta	105557
Bicosta spinifera		(Throndsen) Leadbeater, 1978	Species	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Bicosta	105558
Biota										1
Bithynia		Leach, 1818	Genus	Animalia	Mollusca	Gastropoda	Littorinimorpha	Bithyniidae	Bithynia	182698
Bithynia tentaculata		(Linnaeus, 1758)	Species	Animalia	Mollusca	Gastropoda	Littorinimorpha	Bithyniidae	Bithynia	182699
Bitrichia chodatii		(Reverdin) Chodat, 1926	Species	Chromista	Ochrophyta	Chrysophyceae	Hibberdiales	Stylococcaceae	Bitrichia	578213
Bittium reticulatum		(da Costa, 1778)	Species	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Cerithiidae	Bittium	139054
Bivalvia		Linnaeus, 1758	Class	Animalia	Mollusca	Bivalvia				105
Blidingia minima		(Nägeli ex Kützing) Kylin, 1947	Species	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Kornmanniaceae	Blidingia	145950
Bolocera tuediae		(Johnston, 1832)	Species	Animalia	Cnidaria	Anthozoa	Actiniaria	Actiniidae	Bolocera	100817
Bonellia viridis		Rolando, 1821	Species	Animalia	Echiura	Echiuroidea	Bonelliida	Bonelliidae	Bonellia	110363
Bonnemaisonia asparagoides		(Woodward) C.Agardh, 1822	Species	Plantae	Rhodophyta	Florideophyceae	Bonnemaisoniales	Bonnemaisoniaceae	Bonnemaisonia	144440
Bonnemaisonia hamifera		Hariot, 1891	Species	Plantae	Rhodophyta	Florideophyceae	Bonnemaisoniales	Bonnemaisoniaceae	Bonnemaisonia	144442
Bosmina		Baird, 1845	Genus	Animalia	Arthropoda	Branchiopoda	Diplostraca	Bosminidae	Bosmina	106265
Bosmina coregoni		Baird, 1857	Species	Animalia	Arthropoda	Branchiopoda	Diplostraca	Bosminidae	Bosmina	106271
Bosmina coregoni longirostris		Baird, 1845	Genus	Animalia	Arthropoda	Branchiopoda	Diplostraca	Bosminidae	Bosmina	106265
Bosmina coregoni maritima		P.E.Müller, 1867	Subspecies	Animalia	Arthropoda	Branchiopoda	Diplostraca	Bosminidae	Bosmina	106279
Bosmina maritima		P.E. Muller, 1868	Species	Animalia	Arthropoda	Branchiopoda	Diplostraca	Bosminidae	Bosmina	157607
Botrylloides leachii		(Savigny, 1816)	Species	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botrylloides	250081
Botryllus		Gaertner, 1774	Genus	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botryllus	103529
Botryllus schlosseri		(Pallas, 1766)	Species	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botryllus	103862
Botryococcus		Kützing, 1849	Genus	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Botryococcaceae	Botryococcus	248103
Botryococcus braunii		Kützing, 1849	Species	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Botryococcaceae	Botryococcus	248104
Brachionus		Pallas, 1766	Genus	Animalia	Rotifera	Eurotatoria	Ploima	Brachionidae	Brachionus	134937
Brachionus quadridentatus		Hermann, 1783	Species	Animalia	Rotifera	Eurotatoria	Ploima	Brachionidae	Brachionus	134983
Brachydiastylis resima		(Krøyer, 1846)	Species	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Brachydiastylis	110470
Brachyura		Linnaeus, 1758	Infraorder	Animalia	Arthropoda	Malacostraca	Decapoda			106673
Brada inhabilis		(Rathke, 1843)	Species	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Brada	130097
Brada villosa		(Rathke, 1843)	Species	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Brada	130099
Branchiostoma		Costa, 1834	Genus	Animalia	Chordata	Leptocardii		Branchiostomatidae	Branchiostoma	104902
Branchiostoma lanceolatum		(Pallas, 1774)	Species	Animalia	Chordata	Leptocardii		Branchiostomatidae	Branchiostoma	104906
Brissopsis lyrifera		(Forbes, 1841)	Species	Animalia	Echinodermata	Echinoidea	Spatangoida	Brissidae	Brissopsis	124373
Brongniartella byssoides		(Goodenough & Woodward) F.Schmitz, 1893	Species	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Brongniartella	144792
Brosme brosme		(Ascanius, 1772)	Species	Animalia	Chordata	Actinopteri	Gadiformes	Lotidae	Brosme	126447
Bryophyta			Phylum	Plantae	Bryophyta					147480
Bryopsis		J.V.Lamouroux, 1809	Genus	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Bryopsidaceae	Bryopsis	143812
Bryopsis hypnoides		J.V.Lamouroux, 1809	Species	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Bryopsidaceae	Bryopsis	144452
Bryopsis plumosa		(Hudson) C.Agardh, 1823	Species	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Bryopsidaceae	Bryopsis	144457
Bryozoa			Phylum	Animalia	Bryozoa					146142
Buccinidae		Rafinesque, 1815	Family	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae		149
Buccinum undatum		Linnaeus, 1758	Species	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Buccinum	138878
Bugula		Oken, 1815	Genus	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Bugulidae	Bugula	110839
Butomus umbellatus		L.	Species	Plantae	Tracheophyta		Alismatales	Butomaceae	Butomus	594757
Byblis		Boeck, 1871	Genus	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Byblis	101446
Byblis gaimardii		(Kröyer, 1846)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Byblis	416573
Bylgides elegans		(Théel, 1879)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Bylgides	130732
Bylgides sarsi		(Kinberg in Malmgren, 1866)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Bylgides	130735
Caberea ellisii		(Fleming, 1814)	Species	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Candidae	Caberea	111230
Caenis		Stephens, 1835	Genus	Animalia	Arthropoda	Insecta	Ephemeroptera	Caenidae	Caenis	593169
Cafeteria		T.Fenchel & D.J.Patterson, 1988	Genus	Chromista	Bigyra	Bicoecea	Anoecida	Cafeteriaceae	Cafeteria	103989
Calanoida		Sars, 1903	Order	Animalia	Arthropoda		Calanoida			1100
Calanus		Leach, 1816	Genus	Animalia	Arthropoda		Calanoida	Calanidae	Calanus	104152
Calanus finmarchicus		(Gunnerus, 1770)	Species	Animalia	Arthropoda		Calanoida	Calanidae	Calanus	104464
Calanus glacialis		Jaschnov, 1955	Species	Animalia	Arthropoda		Calanoida	Calanidae	Calanus	104465
Calanus hyperboreus		Krøyer, 1838	Species	Animalia	Arthropoda		Calanoida	Calanidae	Calanus	104467
Calianassa subteranea		(Montagu, 1808)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	107729
Calianassa subterranea		(Montagu, 1808)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	107729
Calliacantha		B.S.C.Leadbeater, 1978	Genus	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Calliacantha	105506
Calliacantha longicaudata		(Leadbeater) Leadbeater, 1978	Species	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Calliacantha	105559
Calliacantha natans		(Grøntved) Leadbeater, 1978	Species	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Calliacantha	105561
Callianassa subterranea		(Montagu, 1808)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	107729
Calliannassa subteranea		(Montagu, 1808)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	107729
Callinera buergeri		Bergendal, 1900	Species	Animalia	Nemertea	Palaeonemertea		Tubulanidae	Callinera	122610
Callionymidae		Bonaparte, 1831	Family	Animalia	Chordata	Actinopteri	Perciformes	Callionymidae		125522
Callionymus lyra		Linnaeus, 1758	Species	Animalia	Chordata	Actinopteri	Perciformes	Callionymidae	Callionymus	126792
Calliopius laeviusculus		(Krøyer, 1838)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Calliopiidae	Calliopius	102178
Callithamniaceae		Kützing, 1843	Family	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Callithamniaceae		493878
Callithamnion		Lyngbye, 1819	Genus	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Callithamniaceae	Callithamnion	143832
Callithamnion corymbosum		(Smith) Lyngbye, 1819	Species	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Callithamniaceae	Callithamnion	144526
Callithamnion tetragonum		(Withering) S.F.Gray, 1821	Species	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Callithamniaceae	Callithamnion	144529
Callitriche hermaphroditica		L.	Species	Plantae	Tracheophyta		Lamiales	Plantaginaceae	Callitriche	716284
Callochiton septemvalvis		(Montagu, 1803)	Species	Animalia	Mollusca	Polyplacophora	Chitonida	Callochitonidae	Callochiton	140132
Callophyllis laciniata		(Hudson) Kützing, 1843	Species	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Kallymeniaceae	Callophyllis	145262
Calocarides coronatus		(Trybom, 1904)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Axiidae	Calocarides	107723
Calocaris macandreae		Bell, 1853	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Axiidae	Calocaris	107726
Caloneis		P.Cleve, 1894	Genus	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Caloneis	149488
Calothrix		C.Agardh ex Bornet & Flahault, 1886	Genus	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Calothrix	146624
Calycomonas wulffii		Conrad & Kufferath, 1954	Species	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Chrysococcaceae	Calycomonas	160549
Campylaspis costata		(Sars, 1865)	Species	Animalia	Arthropoda	Malacostraca	Cumacea	Nannastacidae	Campylaspis	110542
